1.598401813186813136e+01	-2.737464626068376106e+01	3.424217156593407196e+01
1.334837252747252556e+01	-2.825612329059828909e+01	3.508850665445665840e+01
1.334837252747252556e+01	-2.825612329059828909e+01	3.508850665445665840e+01
1.510546959706959846e+01	-2.790353247863247788e+01	3.373437051282051868e+01
1.510546959706959846e+01	-2.790353247863247788e+01	3.373437051282051868e+01
1.580830842490842336e+01	-2.790353247863247788e+01	3.373437051282051868e+01
1.580830842490842336e+01	-2.790353247863247788e+01	3.373437051282051868e+01
1.405121135531135401e+01	-2.755094166666666666e+01	3.441143858363858499e+01
1.405121135531135401e+01	-2.755094166666666666e+01	3.441143858363858499e+01
1.369979194139193801e+01	-2.684576004273504068e+01	3.407290454822955184e+01
1.369979194139193801e+01	-2.684576004273504068e+01	3.407290454822955184e+01
1.387550164835164601e+01	-2.843241869658119469e+01	3.322656945970696540e+01
1.387550164835164601e+01	-2.843241869658119469e+01	3.322656945970696540e+01
1.440263076923077001e+01	-2.790353247863247788e+01	3.407290454822955184e+01
1.440263076923077001e+01	-2.790353247863247788e+01	3.407290454822955184e+01
1.475405018315018246e+01	-2.896130491452991151e+01	3.508850665445665840e+01
1.475405018315018246e+01	-2.896130491452991151e+01	3.508850665445665840e+01
1.475405018315018246e+01	-2.896130491452991151e+01	3.508850665445665840e+01
1.334837252747252556e+01	-2.649316923076922947e+01	3.474997261904762524e+01
1.334837252747252556e+01	-2.649316923076922947e+01	3.474997261904762524e+01
1.510546959706959846e+01	-2.790353247863247788e+01	3.373437051282051868e+01
1.510546959706959846e+01	-2.790353247863247788e+01	3.373437051282051868e+01
1.422692106227106201e+01	-2.772723707264957227e+01	3.390363753052503171e+01
1.422692106227106201e+01	-2.772723707264957227e+01	3.390363753052503171e+01
1.475405018315018246e+01	-2.684576004273504068e+01	3.474997261904762524e+01
1.475405018315018246e+01	-2.684576004273504068e+01	3.474997261904762524e+01
1.457834047619047446e+01	-2.737464626068376106e+01	3.390363753052503171e+01
1.457834047619047446e+01	-2.737464626068376106e+01	3.390363753052503171e+01
1.422692106227106201e+01	-2.807982788461538348e+01	3.424217156593407196e+01
1.422692106227106201e+01	-2.807982788461538348e+01	3.424217156593407196e+01
1.352408223443223356e+01	-2.702205544871794629e+01	3.254950138888889200e+01
1.352408223443223356e+01	-2.702205544871794629e+01	3.254950138888889200e+01
1.457834047619047446e+01	-2.737464626068376106e+01	3.458070560134310512e+01
1.457834047619047446e+01	-2.737464626068376106e+01	3.458070560134310512e+01
1.510546959706959846e+01	-2.755094166666666666e+01	3.373437051282051868e+01
1.528117930402930291e+01	-2.807982788461538348e+01	3.356510349511599856e+01
1.528117930402930291e+01	-2.807982788461538348e+01	3.356510349511599856e+01
1.422692106227106201e+01	-2.772723707264957227e+01	3.288803542429792515e+01
1.422692106227106201e+01	-2.772723707264957227e+01	3.288803542429792515e+01
1.387550164835164601e+01	-2.807982788461538348e+01	3.356510349511599856e+01
1.387550164835164601e+01	-2.807982788461538348e+01	3.356510349511599856e+01
1.369979194139193801e+01	-2.790353247863247788e+01	3.339583647741147843e+01
1.369979194139193801e+01	-2.790353247863247788e+01	3.339583647741147843e+01
1.457834047619047446e+01	-2.702205544871794629e+01	3.424217156593407196e+01
1.457834047619047446e+01	-2.702205544871794629e+01	3.424217156593407196e+01
1.615972783882783403e+01	-2.931389572649572273e+01	3.373437051282051868e+01
1.615972783882783403e+01	-2.931389572649572273e+01	3.373437051282051868e+01
1.317266282051282111e+01	-2.702205544871794629e+01	3.390363753052503171e+01
1.317266282051282111e+01	-2.702205544871794629e+01	3.390363753052503171e+01
1.598401813186813136e+01	-2.772723707264957227e+01	3.356510349511599856e+01
1.598401813186813136e+01	-2.772723707264957227e+01	3.356510349511599856e+01
1.317266282051282111e+01	-2.702205544871794629e+01	3.491923963675213827e+01
1.317266282051282111e+01	-2.702205544871794629e+01	3.491923963675213827e+01
1.422692106227106201e+01	-2.631687382478632387e+01	3.491923963675213827e+01
1.422692106227106201e+01	-2.631687382478632387e+01	3.491923963675213827e+01
1.633543754578754914e+01	-2.737464626068376106e+01	3.559630770757021168e+01
1.633543754578754914e+01	-2.737464626068376106e+01	3.559630770757021168e+01
1.633543754578754914e+01	-2.737464626068376106e+01	3.559630770757021168e+01
1.633543754578754914e+01	-2.737464626068376106e+01	3.559630770757021168e+01
1.633543754578754914e+01	-2.737464626068376106e+01	3.559630770757021168e+01
1.510546959706959846e+01	-2.790353247863247788e+01	3.407290454822955184e+01
1.510546959706959846e+01	-2.790353247863247788e+01	3.407290454822955184e+01
1.387550164835164601e+01	-2.737464626068376106e+01	3.458070560134310512e+01
1.387550164835164601e+01	-2.737464626068376106e+01	3.458070560134310512e+01
1.387550164835164601e+01	-2.737464626068376106e+01	3.458070560134310512e+01
1.387550164835164601e+01	-2.737464626068376106e+01	3.458070560134310512e+01
1.405121135531135401e+01	-2.790353247863247788e+01	3.407290454822955184e+01
1.405121135531135401e+01	-2.790353247863247788e+01	3.407290454822955184e+01
1.492975989010988691e+01	-2.772723707264957227e+01	3.356510349511599856e+01
1.492975989010988691e+01	-2.772723707264957227e+01	3.356510349511599856e+01
1.492975989010988691e+01	-2.807982788461538348e+01	3.390363753052503171e+01
1.492975989010988691e+01	-2.807982788461538348e+01	3.390363753052503171e+01
1.492975989010988691e+01	-2.807982788461538348e+01	3.390363753052503171e+01
1.387550164835164601e+01	-2.772723707264957227e+01	3.356510349511599856e+01
1.387550164835164601e+01	-2.772723707264957227e+01	3.356510349511599856e+01
1.457834047619047446e+01	-2.843241869658119469e+01	3.356510349511599856e+01
1.457834047619047446e+01	-2.843241869658119469e+01	3.356510349511599856e+01
1.369979194139193801e+01	-2.755094166666666666e+01	3.474997261904762524e+01
1.369979194139193801e+01	-2.755094166666666666e+01	3.474997261904762524e+01
1.369979194139193801e+01	-2.860871410256410030e+01	3.305730244200244528e+01
1.369979194139193801e+01	-2.860871410256410030e+01	3.305730244200244528e+01
1.545688901098901091e+01	-2.790353247863247788e+01	3.305730244200244528e+01
1.545688901098901091e+01	-2.790353247863247788e+01	3.305730244200244528e+01
1.334837252747252556e+01	-2.825612329059828909e+01	3.373437051282051868e+01
1.334837252747252556e+01	-2.825612329059828909e+01	3.373437051282051868e+01
1.334837252747252556e+01	-2.649316923076922947e+01	3.441143858363858499e+01
1.334837252747252556e+01	-2.649316923076922947e+01	3.441143858363858499e+01
1.387550164835164601e+01	-2.772723707264957227e+01	3.424217156593407196e+01
1.387550164835164601e+01	-2.772723707264957227e+01	3.424217156593407196e+01
1.457834047619047446e+01	-2.737464626068376106e+01	3.390363753052503171e+01
1.457834047619047446e+01	-2.737464626068376106e+01	3.390363753052503171e+01
1.457834047619047446e+01	-2.737464626068376106e+01	3.390363753052503171e+01
1.510546959706959846e+01	-2.790353247863247788e+01	3.407290454822955184e+01
1.510546959706959846e+01	-2.790353247863247788e+01	3.407290454822955184e+01
1.563259871794871536e+01	-2.772723707264957227e+01	3.322656945970696540e+01
1.563259871794871536e+01	-2.772723707264957227e+01	3.322656945970696540e+01
1.387550164835164601e+01	-2.843241869658119469e+01	3.525777367216117852e+01
1.387550164835164601e+01	-2.843241869658119469e+01	3.525777367216117852e+01
1.528117930402930291e+01	-2.772723707264957227e+01	3.491923963675213827e+01
1.528117930402930291e+01	-2.772723707264957227e+01	3.491923963675213827e+01
1.334837252747252556e+01	-2.649316923076922947e+01	3.576557472527473180e+01
1.334837252747252556e+01	-2.649316923076922947e+01	3.576557472527473180e+01
1.475405018315018246e+01	-2.543539679487179228e+01	3.441143858363858499e+01
1.475405018315018246e+01	-2.543539679487179228e+01	3.441143858363858499e+01
1.475405018315018246e+01	-2.543539679487179228e+01	3.441143858363858499e+01
1.475405018315018246e+01	-2.543539679487179228e+01	3.441143858363858499e+01
1.545688901098901091e+01	-2.860871410256410030e+01	3.407290454822955184e+01
1.545688901098901091e+01	-2.860871410256410030e+01	3.407290454822955184e+01
1.440263076923077001e+01	-2.790353247863247788e+01	3.441143858363858499e+01
1.440263076923077001e+01	-2.790353247863247788e+01	3.441143858363858499e+01
1.440263076923077001e+01	-2.790353247863247788e+01	3.441143858363858499e+01
1.440263076923077001e+01	-2.790353247863247788e+01	3.441143858363858499e+01
1.440263076923077001e+01	-2.790353247863247788e+01	3.441143858363858499e+01
1.563259871794871536e+01	-2.807982788461538348e+01	3.424217156593407196e+01
1.563259871794871536e+01	-2.807982788461538348e+01	3.424217156593407196e+01
1.405121135531135401e+01	-2.719835085470085545e+01	3.508850665445665840e+01
1.405121135531135401e+01	-2.719835085470085545e+01	3.508850665445665840e+01
1.528117930402930291e+01	-2.666946463675213863e+01	3.525777367216117852e+01
1.528117930402930291e+01	-2.666946463675213863e+01	3.525777367216117852e+01
1.528117930402930291e+01	-2.666946463675213863e+01	3.525777367216117852e+01
1.528117930402930291e+01	-2.666946463675213863e+01	3.525777367216117852e+01
1.528117930402930291e+01	-2.666946463675213863e+01	3.525777367216117852e+01
1.528117930402930291e+01	-2.666946463675213863e+01	3.525777367216117852e+01
1.528117930402930291e+01	-2.666946463675213863e+01	3.525777367216117852e+01
1.528117930402930291e+01	-2.666946463675213863e+01	3.525777367216117852e+01
1.528117930402930291e+01	-2.666946463675213863e+01	3.525777367216117852e+01
1.528117930402930291e+01	-2.666946463675213863e+01	3.525777367216117852e+01
1.528117930402930291e+01	-2.666946463675213863e+01	3.525777367216117852e+01
1.405121135531135401e+01	-2.790353247863247788e+01	3.441143858363858499e+01
1.405121135531135401e+01	-2.790353247863247788e+01	3.441143858363858499e+01
1.492975989010988691e+01	-2.772723707264957227e+01	3.356510349511599856e+01
1.492975989010988691e+01	-2.772723707264957227e+01	3.356510349511599856e+01
1.475405018315018246e+01	-2.649316923076922947e+01	3.305730244200244528e+01
1.475405018315018246e+01	-2.649316923076922947e+01	3.305730244200244528e+01
1.510546959706959846e+01	-2.755094166666666666e+01	3.441143858363858499e+01
1.510546959706959846e+01	-2.755094166666666666e+01	3.441143858363858499e+01
1.387550164835164601e+01	-2.772723707264957227e+01	3.322656945970696540e+01
1.387550164835164601e+01	-2.772723707264957227e+01	3.322656945970696540e+01
1.422692106227106201e+01	-2.772723707264957227e+01	3.458070560134310512e+01
1.422692106227106201e+01	-2.772723707264957227e+01	3.458070560134310512e+01
1.405121135531135401e+01	-3.001907735042734515e+01	3.407290454822955184e+01
1.405121135531135401e+01	-3.001907735042734515e+01	3.407290454822955184e+01
1.405121135531135401e+01	-3.001907735042734515e+01	3.407290454822955184e+01
1.405121135531135401e+01	-2.790353247863247788e+01	3.542704068986569155e+01
1.405121135531135401e+01	-2.790353247863247788e+01	3.542704068986569155e+01
1.369979194139193801e+01	-2.790353247863247788e+01	3.373437051282051868e+01
1.369979194139193801e+01	-2.790353247863247788e+01	3.373437051282051868e+01
1.457834047619047446e+01	-2.807982788461538348e+01	3.491923963675213827e+01
1.457834047619047446e+01	-2.807982788461538348e+01	3.491923963675213827e+01
1.563259871794871536e+01	-2.807982788461538348e+01	3.458070560134310512e+01
1.563259871794871536e+01	-2.807982788461538348e+01	3.458070560134310512e+01
1.440263076923077001e+01	-2.860871410256410030e+01	3.474997261904762524e+01
1.440263076923077001e+01	-2.860871410256410030e+01	3.474997261904762524e+01
1.422692106227106201e+01	-2.666946463675213863e+01	3.424217156593407196e+01
1.422692106227106201e+01	-2.666946463675213863e+01	3.424217156593407196e+01
1.369979194139193801e+01	-2.649316923076922947e+01	3.576557472527473180e+01
1.369979194139193801e+01	-2.649316923076922947e+01	3.576557472527473180e+01
1.369979194139193801e+01	-2.649316923076922947e+01	3.576557472527473180e+01
1.369979194139193801e+01	-2.649316923076922947e+01	3.576557472527473180e+01
1.369979194139193801e+01	-2.649316923076922947e+01	3.576557472527473180e+01
1.317266282051282111e+01	-2.772723707264957227e+01	3.593484174297924483e+01
1.317266282051282111e+01	-2.772723707264957227e+01	3.593484174297924483e+01
1.492975989010988691e+01	-2.737464626068376106e+01	3.390363753052503171e+01
1.492975989010988691e+01	-2.737464626068376106e+01	3.390363753052503171e+01
1.405121135531135401e+01	-2.719835085470085545e+01	3.407290454822955184e+01
1.405121135531135401e+01	-2.719835085470085545e+01	3.407290454822955184e+01
1.352408223443223356e+01	-2.737464626068376106e+01	3.458070560134310512e+01
1.352408223443223356e+01	-2.737464626068376106e+01	3.458070560134310512e+01
1.440263076923077001e+01	-2.860871410256410030e+01	3.373437051282051868e+01
1.440263076923077001e+01	-2.860871410256410030e+01	3.373437051282051868e+01
1.317266282051282111e+01	-2.843241869658119469e+01	3.390363753052503171e+01
1.317266282051282111e+01	-2.843241869658119469e+01	3.390363753052503171e+01
1.369979194139193801e+01	-2.755094166666666666e+01	3.441143858363858499e+01
1.369979194139193801e+01	-2.755094166666666666e+01	3.441143858363858499e+01
1.510546959706959846e+01	-2.649316923076922947e+01	3.407290454822955184e+01
1.510546959706959846e+01	-2.649316923076922947e+01	3.407290454822955184e+01
1.246982399267398911e+01	-2.702205544871794629e+01	3.356510349511599856e+01
1.246982399267398911e+01	-2.702205544871794629e+01	3.356510349511599856e+01
1.369979194139193801e+01	-2.543539679487179228e+01	3.339583647741147843e+01
1.369979194139193801e+01	-2.543539679487179228e+01	3.339583647741147843e+01
1.440263076923077001e+01	-2.719835085470085545e+01	3.441143858363858499e+01
1.405121135531135401e+01	-2.755094166666666666e+01	3.441143858363858499e+01
1.405121135531135401e+01	-2.755094166666666666e+01	3.441143858363858499e+01
1.352408223443223356e+01	-2.843241869658119469e+01	3.525777367216117852e+01
1.352408223443223356e+01	-2.843241869658119469e+01	3.525777367216117852e+01
1.369979194139193801e+01	-2.755094166666666666e+01	3.474997261904762524e+01
1.475405018315018246e+01	-2.860871410256410030e+01	3.407290454822955184e+01
1.475405018315018246e+01	-2.860871410256410030e+01	3.407290454822955184e+01
1.475405018315018246e+01	-2.719835085470085545e+01	3.441143858363858499e+01
1.475405018315018246e+01	-2.719835085470085545e+01	3.441143858363858499e+01
1.492975989010988691e+01	-2.702205544871794629e+01	3.424217156593407196e+01
1.492975989010988691e+01	-2.702205544871794629e+01	3.424217156593407196e+01
1.369979194139193801e+01	-2.790353247863247788e+01	3.441143858363858499e+01
1.369979194139193801e+01	-2.790353247863247788e+01	3.441143858363858499e+01
1.563259871794871536e+01	-2.772723707264957227e+01	3.356510349511599856e+01
1.563259871794871536e+01	-2.772723707264957227e+01	3.356510349511599856e+01
1.387550164835164601e+01	-2.631687382478632387e+01	3.424217156593407196e+01
1.387550164835164601e+01	-2.631687382478632387e+01	3.424217156593407196e+01
1.405121135531135401e+01	-2.755094166666666666e+01	3.407290454822955184e+01
1.405121135531135401e+01	-2.755094166666666666e+01	3.407290454822955184e+01
1.422692106227106201e+01	-2.737464626068376106e+01	3.322656945970696540e+01
1.422692106227106201e+01	-2.737464626068376106e+01	3.322656945970696540e+01
1.475405018315018246e+01	-2.719835085470085545e+01	3.407290454822955184e+01
1.475405018315018246e+01	-2.719835085470085545e+01	3.407290454822955184e+01
1.440263076923077001e+01	-2.790353247863247788e+01	3.441143858363858499e+01
1.440263076923077001e+01	-2.790353247863247788e+01	3.441143858363858499e+01
1.387550164835164601e+01	-2.737464626068376106e+01	3.390363753052503171e+01
1.475405018315018246e+01	-2.719835085470085545e+01	3.305730244200244528e+01
1.475405018315018246e+01	-2.719835085470085545e+01	3.305730244200244528e+01
1.334837252747252556e+01	-2.719835085470085545e+01	3.407290454822955184e+01
1.334837252747252556e+01	-2.719835085470085545e+01	3.407290454822955184e+01
1.440263076923077001e+01	-2.614057841880341826e+01	3.441143858363858499e+01
1.440263076923077001e+01	-2.614057841880341826e+01	3.441143858363858499e+01
1.475405018315018246e+01	-2.684576004273504068e+01	3.474997261904762524e+01
1.475405018315018246e+01	-2.684576004273504068e+01	3.474997261904762524e+01
